,label,tweet_id,date,flag,user,tweet_text
1291938,4,2002954251,Tue Jun 02 05:33:30 PDT 2009,NO_QUERY,katywatch,incredible edible egg
1026392,4,1932273490,Tue May 26 21:08:55 PDT 2009,NO_QUERY,votemeli,watching guide universe long thanks fish
773856,0,2306256724,Tue Jun 23 22:02:19 PDT 2009,NO_QUERY,KayyOath,day quot quot spirit
1151613,4,1978629270,Sat May 30 23:57:28 PDT 2009,NO_QUERY,Ashlynn_Brooke,oh word thank
217202,0,1975884264,Sat May 30 16:06:39 PDT 2009,NO_QUERY,Jeddikaaa,yeah oh wait stuck tonight fun love movie
141995,0,1881384962,Fri May 22 04:30:29 PDT 2009,NO_QUERY,AftonSpriggs,final web hit week post link video later morning
289856,0,1995164692,Mon Jun 01 13:03:10 PDT 2009,NO_QUERY,joshdean,
58214,0,1685846931,Sun May 03 02:23:42 PDT 2009,NO_QUERY,Marcum86,inability load picture sadness rum
928079,4,1759429297,Sun May 10 19:11:33 PDT 2009,NO_QUERY,dda,bad habit class falling asleep
199696,0,1971497494,Sat May 30 07:14:58 PDT 2009,NO_QUERY,emmettcullen07,cant open
728668,0,2263129563,Sun Jun 21 00:01:30 PDT 2009,NO_QUERY,rafamejia,hope feel better
140455,0,1881040237,Fri May 22 03:23:35 PDT 2009,NO_QUERY,psmorrison,going obviously different pub
1471743,4,2065266209,Sun Jun 07 08:14:24 PDT 2009,NO_QUERY,RoseTown,praying surgery go great
804619,4,1468543496,Tue Apr 07 02:19:00 PDT 2009,NO_QUERY,theimp67,interesting digital engagement peep good know engaging people coal face
1227640,4,1991036627,Mon Jun 01 06:16:31 PDT 2009,NO_QUERY,herrolauren,let get sometime week need friend mean
319160,0,2002985121,Tue Jun 02 05:37:42 PDT 2009,NO_QUERY,Triptophobia,freezing
1534261,4,2178694585,Mon Jun 15 08:04:24 PDT 2009,NO_QUERY,VfactoryFanClub,hey say keep amazing work supporting team
1245689,4,1995128973,Mon Jun 01 12:59:51 PDT 2009,NO_QUERY,ryancoleman,invite flood people squared away
390536,0,2054705634,Sat Jun 06 07:55:21 PDT 2009,NO_QUERY,MeghannMusic,ah got amazing working
1490220,4,2068837846,Sun Jun 07 14:47:25 PDT 2009,NO_QUERY,maddyhuber,convinced book appointment get done grad yee excited
1160054,4,1979396967,Sun May 31 02:52:14 PDT 2009,NO_QUERY,hallucinations,tough
246156,0,1982177625,Sun May 31 10:41:02 PDT 2009,NO_QUERY,claudiamcfly,done
1059249,4,1963137829,Fri May 29 12:15:39 PDT 2009,NO_QUERY,ArronSparks,way long day bike
378387,0,2052098901,Fri Jun 05 23:39:32 PDT 2009,NO_QUERY,lizTWTS3,wait thing say ur
661365,0,2243104944,Fri Jun 19 13:01:51 PDT 2009,NO_QUERY,jessicachavez7,got news u missy
774207,0,2321442231,Wed Jun 24 21:03:42 PDT 2009,NO_QUERY,kaleysheppard,really want booster juice right one like forever away
255827,0,1984581820,Sun May 31 15:23:30 PDT 2009,NO_QUERY,HannaNanna09,watching mother tomorrow last day ready graduate senior week
1116851,4,1973313567,Sat May 30 10:54:31 PDT 2009,NO_QUERY,yosandaocha,long time never felt feeling oh anyway way enjoying
150421,0,1932271241,Tue May 26 21:08:40 PDT 2009,NO_QUERY,panamenanegra,might soon know
1105757,4,1971331980,Sat May 30 06:50:51 PDT 2009,NO_QUERY,kllerbreed,day
1517249,4,2175817425,Mon Jun 15 02:05:04 PDT 2009,NO_QUERY,swombat,wow thanks credit really name really thought
75028,0,1695020026,Mon May 04 04:56:52 PDT 2009,NO_QUERY,cheesychapstick,twitter working mail
1024592,4,1883302900,Fri May 22 08:20:08 PDT 2009,NO_QUERY,TinchenFFM,hello world
503839,0,2187959657,Mon Jun 15 21:04:21 PDT 2009,NO_QUERY,hopealot,hard knock life stuck head
1411049,4,2056391449,Sat Jun 06 11:03:36 PDT 2009,NO_QUERY,jackie_h1,hope yer yer vacation bee u tee full e da catch extra k talk soon
244038,0,1981681932,Sun May 31 09:40:17 PDT 2009,NO_QUERY,brazilianbrown,tomorrow math
1474287,4,2065699082,Sun Jun 07 09:07:06 PDT 2009,NO_QUERY,gay_emo_zac,know getting bed today
1294752,4,2003570588,Tue Jun 02 06:46:22 PDT 2009,NO_QUERY,iekaf123,got excited
267501,0,1989209557,Mon Jun 01 00:43:20 PDT 2009,NO_QUERY,royalredhead,got em really like something sam face tho hardly anything
1498361,4,2070562586,Sun Jun 07 17:55:04 PDT 2009,NO_QUERY,lizamtl,agreed agreed
1428605,4,2059598278,Sat Jun 06 17:15:18 PDT 2009,NO_QUERY,LadyHAHA,going downtown later dinner dancing w old h crazy kind good way
1260733,4,1998432820,Mon Jun 01 18:32:23 PDT 2009,NO_QUERY,sumisso,seem busy work month fine today want come back home early
492125,0,2184085236,Mon Jun 15 15:24:03 PDT 2009,NO_QUERY,oinkd,must put pain work
254578,0,1984285926,Sun May 31 14:48:28 PDT 2009,NO_QUERY,audreyellen,front bought feel bad
25877,0,1558506049,Sun Apr 19 08:35:01 PDT 2009,NO_QUERY,skelevengeance,trying work
1581328,4,2190173733,Tue Jun 16 01:58:54 PDT 2009,NO_QUERY,ryanscene,need hear new song favorite two people world
1369880,4,2050904539,Fri Jun 05 19:30:18 PDT 2009,NO_QUERY,itsaboutEmily,rest peace love ya
757180,0,2295231443,Tue Jun 23 07:39:28 PDT 2009,NO_QUERY,seasonsgreeting,sad
1257761,4,1997773009,Mon Jun 01 17:25:57 PDT 2009,NO_QUERY,ceciliamcsteen,want know secret
537123,0,2198647964,Tue Jun 16 16:22:19 PDT 2009,NO_QUERY,Monica2112,leaving bit ly
921985,4,1754308557,Sun May 10 05:48:40 PDT 2009,NO_QUERY,togetlost,photo
1150723,4,1978483174,Sat May 30 23:29:57 PDT 2009,NO_QUERY,MaguiB,sweet
1154388,4,1978910440,Sun May 31 00:54:18 PDT 2009,NO_QUERY,emo_carebear,working
2265,0,1468339525,Tue Apr 07 01:04:08 PDT 2009,NO_QUERY,eddiemunster8,man tiring night work hope get job got bout dang
1104467,4,1971168159,Sat May 30 06:24:24 PDT 2009,NO_QUERY,amyvernon,also thanks follow touched one channeling sally field
408768,0,2059482186,Sat Jun 06 17:01:24 PDT 2009,NO_QUERY,sarahbug19,oh sorry
685964,0,2250912964,Sat Jun 20 01:51:35 PDT 2009,NO_QUERY,HelloHolland,already left without friend come think
1006886,4,1880653631,Fri May 22 02:00:52 PDT 2009,NO_QUERY,trelllla,beach today party tonight hope one sick living room
853759,4,1573253287,Tue Apr 21 00:20:49 PDT 2009,NO_QUERY,JennaMadison,student
116065,0,1827371777,Sun May 17 10:34:15 PDT 2009,NO_QUERY,sugarcoatedx3,watch warped tour
1248273,4,1995780010,Mon Jun 01 14:02:06 PDT 2009,NO_QUERY,CorbinInAVerse,brought lunch amazing
1295275,4,2003659247,Tue Jun 02 06:55:47 PDT 2009,NO_QUERY,pianogirl86,work day see tonight
5390,0,1469065201,Tue Apr 07 05:03:35 PDT 2009,NO_QUERY,TiffanyDow,wish could twitter animation
604755,0,2222042870,Thu Jun 18 06:24:38 PDT 2009,NO_QUERY,bok_,want stay code go bed whole thing
835820,4,1558292060,Sun Apr 19 07:55:07 PDT 2009,NO_QUERY,C_Joy,fantastic going make u celebration treat
763874,0,2298580078,Tue Jun 23 11:51:19 PDT 2009,NO_QUERY,Anita_Joint,waiting hear far bleeding face
411800,0,2060200826,Sat Jun 06 18:27:13 PDT 2009,NO_QUERY,jaimedonahue,day
46922,0,1677520687,Sat May 02 02:31:20 PDT 2009,NO_QUERY,arianneftsk,last
219255,0,1976350836,Sat May 30 17:08:11 PDT 2009,NO_QUERY,jaake11,home boozed fun night n worried may stay elsewhere
1376695,4,2051786969,Fri Jun 05 22:48:35 PDT 2009,NO_QUERY,patriciaco,drinking trying act like good one awesome time awesome person
45806,0,1677252514,Sat May 02 01:08:57 PDT 2009,NO_QUERY,GloStar83,late season finale say never cried hard quot reality quot miss
1406610,4,2055383908,Sat Jun 06 09:13:01 PDT 2009,NO_QUERY,urbanperspectiv,good stupid
559765,0,2205050988,Wed Jun 17 03:49:50 PDT 2009,NO_QUERY,kristinleigh,even cell phone time anyway post final
91753,0,1759685313,Sun May 10 19:45:36 PDT 2009,NO_QUERY,circas,would always choice video host need watch something oh
605554,0,2222299773,Thu Jun 18 06:47:15 PDT 2009,NO_QUERY,DANIELLEBKNYC,officially never live rain damp cough broken major
1068224,4,1965657561,Fri May 29 16:18:31 PDT 2009,NO_QUERY,Chivalry7x,working
994662,4,1835591266,Mon May 18 06:20:05 PDT 2009,NO_QUERY,ciaobella50,good morning quot tweet quot happy
266263,0,1988958190,Sun May 31 23:53:38 PDT 2009,NO_QUERY,jorale84,super homesick miss bed shower garden nice home poor
172702,0,1963704010,Fri May 29 13:07:20 PDT 2009,NO_QUERY,eb0204,baby missing
987022,4,1834623909,Mon May 18 03:38:15 PDT 2009,NO_QUERY,treewatcher21,good magical part visit winter eat lot dan chicken pudding fried shrimp
633572,0,2233045865,Thu Jun 18 20:45:25 PDT 2009,NO_QUERY,bleopol2,guess bed sometimes wish forty five
1346178,4,2044218112,Fri Jun 05 09:02:27 PDT 2009,NO_QUERY,wpracanchaser11,coffee coffee coffee coffee
537505,0,2198778312,Tue Jun 16 16:33:28 PDT 2009,NO_QUERY,EstebanEagle,pity jo
1298318,4,2004969339,Tue Jun 02 09:01:07 PDT 2009,NO_QUERY,bloominheck,good yeah know taken long get round live album still blink though
1134449,4,1976336061,Sat May 30 17:06:16 PDT 2009,NO_QUERY,theviolincase,run hall fill ice bucket run back room dump sink repeat
906024,4,1695278884,Mon May 04 05:43:32 PDT 2009,NO_QUERY,s0nerdy,drink leaving medium light coffee
38115,0,1573171868,Tue Apr 21 00:00:41 PDT 2009,NO_QUERY,cw1335a,hell summer
922476,4,1754426441,Sun May 10 06:13:53 PDT 2009,NO_QUERY,Lee_Prement,new thanks following
68932,0,1693076526,Sun May 03 21:30:10 PDT 2009,NO_QUERY,elyntan,crazy need get blister cream
1395944,4,2053781515,Sat Jun 06 05:40:54 PDT 2009,NO_QUERY,TheMightyPaige,listening music er need bath curl hair going mum dad get bedroom finished
1296728,4,2004201083,Tue Jun 02 07:49:53 PDT 2009,NO_QUERY,AymericJ,yerk yerk
1492348,4,2069269869,Sun Jun 07 15:34:11 PDT 2009,NO_QUERY,sdbonez,miss sport either myth streaming might make mac jump
1195974,4,1984715906,Sun May 31 15:39:46 PDT 2009,NO_QUERY,elicab,hate seeing never get used anyway nice chatting hope might follow one day night
797376,0,2328137507,Thu Jun 25 09:12:52 PDT 2009,NO_QUERY,Abilien,send drive cause still receive yet
1515229,4,2175576334,Mon Jun 15 01:22:51 PDT 2009,NO_QUERY,neogeishia,left soul table opposite office across lane way message
811121,4,1469959002,Tue Apr 07 07:55:52 PDT 2009,NO_QUERY,dvd493,love tweet day today work must get done tweet god bless everyone
366522,0,2048883157,Fri Jun 05 15:56:04 PDT 2009,NO_QUERY,Laree223,really pic mug shot framed background like hell
740750,0,2266072772,Sun Jun 21 07:51:12 PDT 2009,NO_QUERY,dontforgetlaura,back
682184,0,2249931009,Fri Jun 19 23:19:15 PDT 2009,NO_QUERY,LMFAObikinigirl,traffic meet
376300,0,2051645207,Fri Jun 05 22:28:33 PDT 2009,NO_QUERY,jenny_gonzalez,right
97710,0,1793066860,Thu May 14 01:14:47 PDT 2009,NO_QUERY,giftsandvoucher,dismal day open
907107,4,1695655486,Mon May 04 06:39:02 PDT 2009,NO_QUERY,OnlineMark,first twitter
234748,0,1979647990,Sun May 31 03:56:33 PDT 2009,NO_QUERY,crystalsinger,waiting account support
854268,4,1573350476,Tue Apr 21 00:46:20 PDT 2009,NO_QUERY,likeaword,present company course
1383034,4,2052524632,Sat Jun 06 01:01:44 PDT 2009,NO_QUERY,__AnnaBanana,wow awesome got workout
528955,0,2195279382,Tue Jun 16 10:55:15 PDT 2009,NO_QUERY,thamy_pup,cold tired today hate
1489735,4,2068744320,Sun Jun 07 14:37:15 PDT 2009,NO_QUERY,janl,fair enough give shot next time around
473475,0,2177098302,Mon Jun 15 05:26:43 PDT 2009,NO_QUERY,mringlein,check early u still need energy boost
1021540,4,1882598486,Fri May 22 07:09:29 PDT 2009,NO_QUERY,Larissa_SG,home dinner manila concert
1444079,4,2062213481,Sat Jun 06 22:37:11 PDT 2009,NO_QUERY,tish_tish,welcome
1541697,4,2180872756,Mon Jun 15 11:03:32 PDT 2009,NO_QUERY,tweeteradder3,get day add everyone train pay
10203,0,1550815245,Sat Apr 18 07:20:39 PDT 2009,NO_QUERY,sarx,still ready
921974,4,1754308288,Sun May 10 05:48:36 PDT 2009,NO_QUERY,MitchieKelso,mother day
1042557,4,1957216767,Thu May 28 23:51:08 PDT 2009,NO_QUERY,InspiredFiona,superb greatness
34566,0,1564855645,Mon Apr 20 05:09:17 PDT 2009,NO_QUERY,pypes55,fell asleep wanting
1168688,4,1980178000,Sun May 31 05:57:14 PDT 2009,NO_QUERY,CharisseNicole,good morning world catching week x play homework joy
746311,0,2282964941,Mon Jun 22 12:01:57 PDT 2009,NO_QUERY,theeandersons,sorry yard sale leave
479754,0,2179005942,Mon Jun 15 08:30:46 PDT 2009,NO_QUERY,zoejrobinson,say saddening yes minister still cabinet appear behave labour
289677,0,1995084044,Mon Jun 01 12:55:31 PDT 2009,NO_QUERY,krunchie_frog,recording rush middle bladder exploded front row oh dear
36253,0,1565608261,Mon Apr 20 07:09:17 PDT 2009,NO_QUERY,libertyluver,wish would seen message already sat
814681,4,1550879639,Sat Apr 18 07:31:33 PDT 2009,NO_QUERY,brandonacox,discovered via twitter pop epidemic level
604960,0,2222107829,Thu Jun 18 06:30:26 PDT 2009,NO_QUERY,Gisbelle,rather bed w
516833,0,2191166030,Tue Jun 16 04:40:30 PDT 2009,NO_QUERY,laurenofficial,little sad
931146,4,1770719060,Mon May 11 22:03:40 PDT 2009,NO_QUERY,AndersBuskas,semi final tonight probably beer wine took day
144331,0,1881942114,Fri May 22 05:54:23 PDT 2009,NO_QUERY,hollowlegs,painful dentist gave rather ominous help
854794,4,1573457952,Tue Apr 21 01:15:48 PDT 2009,NO_QUERY,Bellajac,going going gone
309701,0,2000959345,Mon Jun 01 23:26:09 PDT 2009,NO_QUERY,LindyyR,headache forsaken thee
1592717,4,2191790765,Tue Jun 16 05:58:39 PDT 2009,NO_QUERY,rezzz,drink
1478020,4,2066408168,Sun Jun 07 10:27:52 PDT 2009,NO_QUERY,kkfrae,woo teenage angst
1183127,4,1982366885,Sun May 31 11:04:01 PDT 2009,NO_QUERY,asugirl412,probably end addicted
308433,0,2000684296,Mon Jun 01 22:41:50 PDT 2009,NO_QUERY,XMissxXxMurderX,warm wish warm come cuddle
67649,0,1692445987,Sun May 03 20:00:48 PDT 2009,NO_QUERY,apple_atlb,need shrink baseball tee big think finally buy one big size small still big
582559,0,2214654667,Wed Jun 17 17:02:53 PDT 2009,NO_QUERY,japicry,yeah maria way better thats always possibility make must heavy
331820,0,2012847226,Tue Jun 02 21:24:17 PDT 2009,NO_QUERY,savannita,oh tomorrow part crap
875271,4,1680349108,Sat May 02 11:28:36 PDT 2009,NO_QUERY,mandaxmayhem,walking distance house exactly bad cant go
1139024,4,1976895695,Sat May 30 19:28:23 PDT 2009,NO_QUERY,callmesue_sue,boo fine watching game wit fam
266661,0,1989034820,Mon Jun 01 00:08:03 PDT 2009,NO_QUERY,heyimcourtney,ringing people tell top
58570,0,1685931180,Sun May 03 02:50:47 PDT 2009,NO_QUERY,asleepylee,thinking make nervous believe finished class mandarin oral
1235937,4,1992708670,Mon Jun 01 09:11:41 PDT 2009,NO_QUERY,SSStanding,first rehearsal happening check tonight something special
183094,0,1967336483,Fri May 29 19:23:44 PDT 2009,NO_QUERY,syafiqlily,woke phone
921618,4,1754241482,Sun May 10 05:33:03 PDT 2009,NO_QUERY,erbsenzaehler,think right decision today next week bad weather matter office
322637,0,2004498715,Tue Jun 02 08:17:43 PDT 2009,NO_QUERY,stephizzzle,hungry
959872,4,1826178715,Sun May 17 07:52:54 PDT 2009,NO_QUERY,Steffie_84,yes ordered cool pair wait till arrive
1278995,4,2001488319,Tue Jun 02 01:02:55 PDT 2009,NO_QUERY,msmabes,regardless met bus day made babe bought new cell birthday
1474723,4,2065783376,Sun Jun 07 09:16:53 PDT 2009,NO_QUERY,fizzshizzle,still kind trying roam around twitter world yummy broken someone fixing right ate
1239599,4,1993601986,Mon Jun 01 10:38:27 PDT 2009,NO_QUERY,thesachsgirl,thanks much
1568875,4,2188287835,Mon Jun 15 21:37:33 PDT 2009,NO_QUERY,MichaelTao,favorite would around shower
344847,0,2015767212,Wed Jun 03 05:28:15 PDT 2009,NO_QUERY,Fyoolie,back fire today join army last night
652707,0,2238325167,Fri Jun 19 07:07:47 PDT 2009,NO_QUERY,LightningDT97,bring pizza pit already hungry
683057,0,2250168884,Fri Jun 19 23:51:56 PDT 2009,NO_QUERY,rachelisonfire,head really bad
347620,0,2016513227,Wed Jun 03 06:54:32 PDT 2009,NO_QUERY,CLAiireex,arse
186256,0,1968260260,Fri May 29 21:04:47 PDT 2009,NO_QUERY,jmleggott,chilling new mansion beautiful place bout sat shopping sess
863257,4,1677057765,Sat May 02 00:16:38 PDT 2009,NO_QUERY,haplifnet,yes appreciate u east coast mid southwest always excellent
1372268,4,2051236163,Fri Jun 05 21:16:15 PDT 2009,NO_QUERY,RaraACTIVE,thought something funny
288317,0,1994541630,Mon Jun 01 12:04:41 PDT 2009,NO_QUERY,hah247,go summer cant via learn instrument
762564,0,2297953714,Tue Jun 23 11:04:37 PDT 2009,NO_QUERY,psylichon,anyone figure way make stop quot quot quot quot bag empty
851805,4,1565994552,Mon Apr 20 08:00:00 PDT 2009,NO_QUERY,itskateOMG,school darg sunny going soon food
676565,0,2248433933,Fri Jun 19 20:37:04 PDT 2009,NO_QUERY,heyyou9974,bring back night
122467,0,1833717637,Mon May 18 00:12:47 PDT 2009,NO_QUERY,egareva,good morning well ta like cam dine next weekend
258766,0,1985266080,Sun May 31 16:46:05 PDT 2009,NO_QUERY,cheyyFREAK,miss
496741,0,2185665141,Mon Jun 15 17:43:22 PDT 2009,NO_QUERY,AnotherA,classy expensive bottom dwelling apple like u
1455802,4,2063442262,Sun Jun 07 02:40:31 PDT 2009,NO_QUERY,HanLake,entrance
693227,0,2252677890,Sat Jun 20 06:46:37 PDT 2009,NO_QUERY,galaxyk,one
820586,4,1553771691,Sat Apr 18 15:10:07 PDT 2009,NO_QUERY,lizmoney,rock
779770,0,2323007206,Wed Jun 24 23:43:12 PDT 2009,NO_QUERY,LyssaaaLee,take forever talk see dancing
1089883,4,1969746215,Sat May 30 01:04:30 PDT 2009,NO_QUERY,NMaize,slow keep listening pretty tight song blip
499173,0,2186445686,Mon Jun 15 18:51:02 PDT 2009,NO_QUERY,gummybear277,listening movie room go school
910672,4,1751679931,Sat May 09 20:01:07 PDT 2009,NO_QUERY,parisshavelle,right
319266,0,2003012133,Tue Jun 02 05:41:16 PDT 2009,NO_QUERY,mg_monica,felt bad air flight
931983,4,1770978772,Mon May 11 22:48:38 PDT 2009,NO_QUERY,brooklynatlien,think ever really forget first love ex came say hey still cloud
1426312,4,2059200185,Sat Jun 06 16:27:02 PDT 2009,NO_QUERY,AntonyMarcano,web interface click time stamp e g ago tweet shown get location bar browser
1356674,4,2047812127,Fri Jun 05 14:13:05 PDT 2009,NO_QUERY,TheEmmaHamilton,think really sorry random
1072253,4,1966521129,Fri May 29 17:55:14 PDT 2009,NO_QUERY,emiliocavazos,regard given context circumstance love specie
224687,0,1977469211,Sat May 30 21:02:20 PDT 2009,NO_QUERY,macpug,washing enough ton crap running amok
576614,0,2211863032,Wed Jun 17 13:22:42 PDT 2009,NO_QUERY,kymberlyh,r p hair stopped blowing hot air know hard blow dry hair w cold air difficult trust
791780,0,2326061483,Thu Jun 25 06:29:44 PDT 2009,NO_QUERY,MaryMorehouse,happy camp missing pink lamp
1342996,4,2039654638,Thu Jun 04 22:28:48 PDT 2009,NO_QUERY,joeslovex,yummy yummy yummy gobble
1260547,4,1998391941,Mon Jun 01 18:28:24 PDT 2009,NO_QUERY,Sarah2713,fish let go let
696557,0,2253565014,Sat Jun 20 08:22:54 PDT 2009,NO_QUERY,jmarchair,got really mad mad thing
1493436,4,2069511209,Sun Jun 07 16:00:44 PDT 2009,NO_QUERY,sinceday1,need better name maybe play something grab audience
985492,4,1834481137,Mon May 18 03:06:04 PDT 2009,NO_QUERY,JennyGnow,morning
302416,0,1998998580,Mon Jun 01 19:28:22 PDT 2009,NO_QUERY,leewaters,blah need non steady job badly want work toward something people work real goal
532906,0,2196934730,Tue Jun 16 13:07:21 PDT 2009,NO_QUERY,pashonfroot,believe fact low tolerance alcohol past day
352664,0,2031245189,Thu Jun 04 09:32:31 PDT 2009,NO_QUERY,Libertad_Latina,stole
217721,0,1975995909,Sat May 30 16:21:37 PDT 2009,NO_QUERY,Marson1,anyone want chat
1145543,4,1977793238,Sat May 30 21:43:25 PDT 2009,NO_QUERY,AashleyMorgan,episode season boy world watching whole season summer
692697,0,2252551342,Sat Jun 20 06:30:48 PDT 2009,NO_QUERY,foliearouge,last day opening
460011,0,2072316654,Sun Jun 07 20:47:40 PDT 2009,NO_QUERY,Daphlw,launch wish wait till
651644,0,2237955465,Fri Jun 19 06:36:47 PDT 2009,NO_QUERY,shuting92,feeling retarded left wrong
904291,4,1694811858,Mon May 04 04:12:57 PDT 2009,NO_QUERY,draconiams,may officially bad luck day
522758,0,2192859457,Tue Jun 16 07:39:19 PDT 2009,NO_QUERY,emilylovesbooks,last bob think good
804329,4,1468502876,Tue Apr 07 02:03:59 PDT 2009,NO_QUERY,avengemyghosts,brain work
947348,4,1823014037,Sat May 16 20:54:49 PDT 2009,NO_QUERY,aannggiieemo,going
347800,0,2016566269,Wed Jun 03 07:00:00 PDT 2009,NO_QUERY,mareeclo,saw small venue make time around though
180090,0,1966467224,Fri May 29 17:49:15 PDT 2009,NO_QUERY,TessMorris,suppose
1178338,4,1981566029,Sun May 31 09:25:25 PDT 2009,NO_QUERY,gypsyjenn,feel free use mine ur list better eric army
930813,4,1770618656,Mon May 11 21:48:24 PDT 2009,NO_QUERY,coriluvnthedon,need busy play playa see ya soon
303213,0,1999362659,Mon Jun 01 20:05:17 PDT 2009,NO_QUERY,berrycute2871,watch one best non animated wrist
430286,0,2064300303,Sun Jun 07 05:52:18 PDT 2009,NO_QUERY,kangkanglanlan,leaving new york shortly usually travel light somehow luggage full clothes strange
819805,4,1553523454,Sat Apr 18 14:29:51 PDT 2009,NO_QUERY,Rikou26,unfortunately go co shall doubt id go night
538612,0,2199154935,Tue Jun 16 17:05:51 PDT 2009,NO_QUERY,StarcOurtneyyy,man mouth hurt barely eat u know food
1173098,4,1980717877,Sun May 31 07:29:47 PDT 2009,NO_QUERY,alexandruv,subscribe last night wedding awesome
1432713,4,2060312576,Sat Jun 06 18:40:13 PDT 2009,NO_QUERY,C_hr_is_ti_na_V,red wine little penguin
202536,0,1972153301,Sat May 30 08:40:11 PDT 2009,NO_QUERY,arsduo,wow hope
426266,0,2063498805,Sun Jun 07 02:54:28 PDT 2009,NO_QUERY,carole29,back coffee feeling wee bit composed slightly groggy
1043947,4,1957382310,Fri May 29 00:19:48 PDT 2009,NO_QUERY,StaceShort,leave rest park twilight utterly ridiculous movie still love
41658,0,1675716526,Fri May 01 20:09:57 PDT 2009,NO_QUERY,mugunthkumar,see money party outdated
391219,0,2054859768,Sat Jun 06 08:13:36 PDT 2009,NO_QUERY,DavidTaylor_85,home
1021204,4,1882523931,Fri May 22 07:01:40 PDT 2009,NO_QUERY,nhikkhi,hi chaka miss
924185,4,1754909070,Sun May 10 07:44:07 PDT 2009,NO_QUERY,hakerann,sang quot sunshine quot today
119541,0,1828060213,Sun May 17 12:00:31 PDT 2009,NO_QUERY,johnyhiptop,apparently moving back boston may happy get see people miss home
990941,4,1835055982,Mon May 18 05:00:57 PDT 2009,NO_QUERY,NatalieJane30,sure thing get right x
1082652,4,1968740569,Fri May 29 22:06:17 PDT 2009,NO_QUERY,Bulldogcrazed,happy time u read getting much rest house day
1583513,4,2190444063,Tue Jun 16 02:44:53 PDT 2009,NO_QUERY,riiaa,thank course happy r going well
1263367,4,1999021958,Mon Jun 01 19:30:39 PDT 2009,NO_QUERY,afranks,thinking maybe start learning play
1189969,4,1983639106,Sun May 31 13:32:39 PDT 2009,NO_QUERY,cinguli,first critical mass ride san nearest one got shirt
727300,0,2262791350,Sat Jun 20 23:14:33 PDT 2009,NO_QUERY,sycorax666,feel ashamed age suck candy suck yr old album watch v
323312,0,2005145354,Tue Jun 02 09:16:25 PDT 2009,NO_QUERY,prbebe125,hungry baby hungry
126237,0,1834475656,Mon May 18 03:04:47 PDT 2009,NO_QUERY,stupreston,hate slow work job make
62192,0,1687007781,Sun May 03 07:29:24 PDT 2009,NO_QUERY,willgann,clock got put back hour somehow journey today sorry hope everything going great
1160529,4,1979435879,Sun May 31 03:02:13 PDT 2009,NO_QUERY,linsodeep,epic night joke good time
52366,0,1679418150,Sat May 02 09:18:25 PDT 2009,NO_QUERY,JLime,ugh many good today hope go work
315331,0,2002171790,Tue Jun 02 03:23:02 PDT 2009,NO_QUERY,DJLoopsFruit,thats criminal
1155177,4,1978987871,Sun May 31 01:11:24 PDT 2009,NO_QUERY,stephenshuai,love emerge blast fun harvest house forget
388910,0,2054339845,Sat Jun 06 07:08:02 PDT 2009,NO_QUERY,rachelinlife,hoped say something witty bout tired think anything funny
510435,0,2189655219,Tue Jun 16 00:33:51 PDT 2009,NO_QUERY,owllies,random elastic teeth hate brace
611178,0,2224469691,Thu Jun 18 09:32:26 PDT 2009,NO_QUERY,laurenadela,know understand cant stop thinking getting married want around
1563179,4,2186999779,Mon Jun 15 19:38:39 PDT 2009,NO_QUERY,wanbaclone,guitar hero week ago
422321,0,2062619912,Sat Jun 06 23:46:23 PDT 2009,NO_QUERY,ihatecrayons,yeah know sad
834884,4,1558070438,Sun Apr 19 07:09:22 PDT 2009,NO_QUERY,wickedlm,thanks following following
55111,0,1684966431,Sat May 02 22:36:28 PDT 2009,NO_QUERY,Butterfly112,cry tonight
1064821,4,1964812808,Fri May 29 14:50:55 PDT 2009,NO_QUERY,Fiunmeire,love wait see miss seeing happy face everyday keep yo
711436,0,2258227108,Sat Jun 20 15:35:12 PDT 2009,NO_QUERY,lonouri,going win one
16751,0,1556034382,Sat Apr 18 21:26:10 PDT 2009,NO_QUERY,lexyvee,know babby long time talk
1459676,4,2063777665,Sun Jun 07 04:02:07 PDT 2009,NO_QUERY,aitortwo,hearing good morning
351258,0,2018330881,Wed Jun 03 09:48:02 PDT 2009,NO_QUERY,JusLisaE,wish miss would stop looking like world coming damn end starting take personal
410594,0,2059911811,Sat Jun 06 17:53:15 PDT 2009,NO_QUERY,wozie_stevie,glad show amazing wait see go shame really
1311498,4,2013483481,Tue Jun 02 22:47:13 PDT 2009,NO_QUERY,ShortyAlice,number sure thing
1033182,4,1936083853,Wed May 27 07:25:33 PDT 2009,NO_QUERY,Phee78,glad si
1285846,4,2002191126,Tue Jun 02 03:26:57 PDT 2009,NO_QUERY,thinkdac,going good year doubt year every year thing
19233,0,1556803475,Sun Apr 19 00:25:24 PDT 2009,NO_QUERY,cherrybabyy,drunk well w thee r
1043169,4,1957288755,Fri May 29 00:03:31 PDT 2009,NO_QUERY,marktiddy,head breakfast
885283,4,1686467314,Sun May 03 05:33:39 PDT 2009,NO_QUERY,beltinheels,excited sing today
662033,0,2243429620,Fri Jun 19 13:26:20 PDT 2009,NO_QUERY,callalily112,tired tired
1384287,4,2052643059,Sat Jun 06 01:27:58 PDT 2009,NO_QUERY,trishtophers,holy
